name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
52171-900,2023-01-02T10:00:00,29,32,22,65.98,0,0,rain,0,0,17.3,16.6,90,1014,50,10,525,1.9,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T11:00:00,29,32.8,23,70.11,0,0,rain,0,0,16.9,13,100,1013,89,10,511,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T12:00:00,29.9,33.8,22.7,65.54,0,0,rain,0,0,16.2,16.6,110,1013.1,83.9,15.2,684,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T13:00:00,29,32,22,65.98,0,0,rain,0,0,16.2,16.6,110,1012,89,10,444,1.6,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T14:00:00,29,32,22,65.98,0,0,,0,0,15.8,14.8,100,1011,89,10,545,2,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T15:00:00,28.8,31.8,22.1,66.99,0,0,rain,0,0,16.2,14.8,90,1010.4,73.5,15.2,502,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T16:00:00,29,32,22,65.98,0,0,rain,0,0,15.8,14.8,100,1010,89,10,271,1,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T17:00:00,28,30.7,22,69.92,0,0,,0,0,17.3,11.2,100,1011,89,10,176,0.6,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-02T18:00:00,27.9,30.5,22,70.35,0,0,,0,0,17.6,9.4,90,1011.4,73.5,15.2,23,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-02T19:00:00,27,29.2,22,74.14,0,0,,0,0,16.6,13,90,1012,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-02T20:00:00,27,29.2,22,74.14,0,0,,0,0,15.5,11.2,90,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-02T21:00:00,26.1,26.1,22.7,82.01,0.3,100,rain,0,0,16.9,7.6,70,1013.3,89,5,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-02T22:00:00,27,29.2,22,74.14,0,0,rain,0,0,18.4,14.8,80,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-02T23:00:00,27,29.2,22,74.14,0,0,rain,0,0,23.4,13,80,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T00:00:00,27.1,29.2,21.7,72.75,0,0,rain,0,0,24.5,16.6,90,1012.2,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T01:00:00,27,29.2,22,74.14,0,0,rain,0,0,24.8,11.2,80,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T02:00:00,27,29.2,22,74.14,0,0,rain,0,0,21.6,11.2,80,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T03:00:00,26.9,28.8,21.2,70.84,0,0,rain,0,0,18,13,90,1011.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T04:00:00,27,28.8,21,69.74,0,0,rain,0,0,17.6,13,90,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T05:00:00,27,28.8,21,69.74,0,0,,0,0,15.8,13,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T06:00:00,27,28.9,21.2,70.41,0,0,,0,0,18,13,90,1013.1,68.3,15.2,25,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T07:00:00,27,29.2,22,74.14,0,0,rain,0,0,17.3,14.8,90,1013,89,10,143,0.5,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T08:00:00,29,32,22,65.98,0,0,,0,0,17.6,16.6,100,1014,89,10,230,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T09:00:00,28.8,31.8,22.1,66.99,0,0,,0,0,16.9,16.6,100,1014.2,73.5,15.2,391,1.4,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T13:00:00,28,30.7,22,69.92,0,0,,0,0,15.8,14.8,80,1013,89,10,671,2.4,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T14:00:00,29,32,22,65.98,0,0,,0,0,15.1,16.6,80,1012,89,10,566,2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T15:00:00,28.2,31,22.2,69.95,0,0,rain,0,0,14.8,14.8,90,1011.9,50,15.2,463,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T16:00:00,28,30.7,22,69.92,0,0,,0,0,14.4,13,100,1011,89,10,252,0.9,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T17:00:00,28,30.7,22,69.92,0,0,rain,0,0,16.2,16.6,100,1011,50,10,126,0.5,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-03T18:00:00,27.8,30.5,22.2,71.45,0,0,,0,0,17.6,13,80,1012.1,73.5,15.2,20,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T19:00:00,28,30.7,22,69.92,0,0,,0,0,17.6,13,90,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T20:00:00,27,28.8,21,69.74,0,0,,0,0,15.8,13,100,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T21:00:00,27.8,30.4,22,70.77,0,0,,0,0,19.4,11.2,90,1014.2,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T22:00:00,27,29.2,22,74.14,0,0,rain,0,0,19.8,11.2,100,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-03T23:00:00,27,29.2,22,74.14,0,0,rain,0,0,20.2,13,90,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T00:00:00,27,28.9,21.1,69.96,0,0,rain,0,0,20.5,11.2,90,1013.1,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T01:00:00,27,28.8,21,69.74,0,0,rain,0,0,20.5,11.2,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,20.9,7.6,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T03:00:00,26.7,28.5,20.9,70.36,0.2,100,rain,0,0,19.4,9.4,100,1012,50,15.2,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-04T04:00:00,26,26,21,73.97,0,0,,0,0,12.2,5.4,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T05:00:00,26,26,21,73.97,0,0,,0,0,11.5,7.6,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T06:00:00,27,28.8,20.9,69.29,0,0,,0,0,17.6,9.4,100,1013.2,50,15.2,43,0.2,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T07:00:00,28,30.1,21,65.77,0,0,,0,0,15.8,11.2,100,1014,50,10,258,0.9,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T08:00:00,28,30.7,22,69.92,0,0,,0,0,14,13,120,1014,50,10,504,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T09:00:00,28.9,31.3,21.2,63.03,0,0,,0,0,14.4,13,100,1014.4,50,15.2,724,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T10:00:00,29,32,22,65.98,0,0,,0,0,14.8,14.8,120,1014,50,10,895,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T11:00:00,29,31.4,21,62.06,0,0,,0,0,15.5,14.8,90,1014,50,10,1003,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T12:00:00,29.1,31.5,21.1,62.07,0,0,,0,0,15.5,14.8,110,1014,50,15.2,1036,3.7,10,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T13:00:00,29,32,22,65.98,0,0,,0,0,15.8,14.8,110,1013,50,10,992,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T14:00:00,29,32,22,65.98,0,0,,0,0,15.5,16.6,130,1012,89,10,874,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T15:00:00,29.2,31.6,21.2,62.09,0,0,,0,0,16.2,13,90,1012.3,73.5,15.2,693,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T16:00:00,28,30.1,21,65.77,0,0,,0,0,15.5,11.2,100,1012,89,10,465,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T17:00:00,29,31.4,21,62.06,0,0,,0,0,14,11.2,100,1012,89,10,218,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-04T18:00:00,27.8,30.2,21.7,69.66,0,0,,0,0,14.4,11.2,70,1012.2,50,15.2,25,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T19:00:00,27,29.2,22,74.14,0,0,,0,0,13,11.2,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T20:00:00,27,29.2,22,74.14,0,0,,0,0,12.6,11.2,90,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T21:00:00,27.2,29.4,21.8,72.54,0,0,,0,0,14.4,13,110,1014,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T22:00:00,27,28.8,21,69.74,0,0,,0,0,14.4,13,110,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-04T23:00:00,27,28.8,21,69.74,0,0,,0,0,13.7,11.2,90,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T00:00:00,26.9,28.7,21.1,70.39,0,0,rain,0,0,13.3,11.2,80,1012.5,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T01:00:00,27,28.8,21,69.74,0,0,rain,0,0,7.9,9.4,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T02:00:00,27,29.2,22,74.14,0,0,,0,0,3.6,9.4,100,1011,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T03:00:00,26.7,28.5,21.2,71.49,0,0,,0,0,2.5,9.4,100,1011.4,27.6,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T04:00:00,27,29.2,22,74.14,0,0,,0,0,3.2,7.6,110,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T05:00:00,25,25,22,83.45,0,0,,0,0,4,3.6,110,1012,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T06:00:00,26.9,29.1,22,74.59,0,0,,0,0,4.7,7.6,90,1013.2,50,15.2,42,0.2,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T07:00:00,28,30.7,22,69.92,0,0,,0,0,11.9,11.2,110,1013,50,10,253,0.9,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T08:00:00,28,30.7,22,69.92,0,0,rain,0,0,13.7,13,100,1014,50,10,498,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T09:00:00,29,32.1,22.2,66.61,0,0,,0,0,15.5,13,100,1014.4,50,15.2,716,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T10:00:00,29,32,22,65.98,0,0,,0,0,14.8,14.8,100,1015,50,10,892,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T11:00:00,30,33.3,22,62.28,0,0,,0,0,14.8,13,80,1014,50,10,1002,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T12:00:00,29.1,31.9,21.8,64.95,0,0,,0,0,14.4,13,120,1014.2,50,15.2,1037,3.7,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T13:00:00,30,33.3,22,62.28,0,0,,0,0,14,14.8,100,1013,50,10,992,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T14:00:00,29,32,22,65.98,0,0,,0,0,13.3,16.6,110,1013,50,10,876,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T15:00:00,29.1,31.9,21.8,64.95,0,0,,0,0,14.8,14.8,80,1012.2,50,15.2,694,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T16:00:00,29,32,22,65.98,0,0,,0,0,14.4,13,90,1012,50,10,463,1.7,5,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T17:00:00,28,30.7,22,69.92,0,0,,0,0,14.4,13,80,1012,50,10,208,0.7,2,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-05T18:00:00,27.9,30.5,22.1,70.57,0,0,,0,0,15.5,11.2,80,1012.2,50,15.2,25,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T19:00:00,27,29.2,22,74.14,0,0,,0,0,15.8,9.4,60,1013,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T20:00:00,28,30.7,22,69.92,0,0,rain,0,0,16.9,9.4,60,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T21:00:00,27.2,29.5,22.1,73.7,0,0,,0,0,17.6,9.4,60,1013.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T22:00:00,27,28.8,21,69.74,0,0,,0,0,15.5,11.2,60,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-05T23:00:00,27,29.2,22,74.14,0,0,,0,0,13,9.4,50,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T00:00:00,26.9,28.8,21.2,70.84,0,0,,0,0,11.2,11.2,60,1013.1,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T01:00:00,27,29.2,22,74.14,0,0,,0,0,7.9,5.4,50,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T02:00:00,27,29.2,22,74.14,0,0,,0,0,6.8,5.4,50,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T03:00:00,26.8,28.8,21.8,74.1,0,0,,0,0,5.4,5.4,50,1012.3,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T04:00:00,25,25,22,83.45,0,0,,0,0,5,5.4,290,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T05:00:00,25,25,22,83.45,0,0,,0,0,5.4,5.4,320,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T06:00:00,25.2,25.2,21.8,81.64,0,0,,0,0,4,5.4,310,1014.1,50,15.2,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T07:00:00,28,30.1,21,65.77,0,0,,0,0,11.9,11.2,60,1014,50,10,245,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T08:00:00,29,32,22,65.98,0,0,,0,0,13.3,14.8,90,1015,89,10,485,1.7,5,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T09:00:00,29,32,22.1,66.19,0,0,,0,0,14.8,14.8,60,1015.2,73.5,15.2,696,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T10:00:00,29,31.4,21,62.06,0,0,,0,0,15.8,14.8,70,1015,50,10,888,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T11:00:00,29,32,22,65.98,0,0,,0,0,16.2,16.6,60,1014,50,10,1002,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T12:00:00,29.2,32.2,22,65.39,0,0,,0,0,17.3,14.8,70,1014.3,50,15.2,1001,3.6,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T13:00:00,29,32,22,65.98,0,0,rain,0,0,16.9,16.6,70,1013,89,10,927,3.3,9,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T14:00:00,29,32,22,65.98,0,0,,0,0,15.5,14.8,70,1013,89,10,792,2.9,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T15:00:00,29.1,32.1,22.1,65.99,0,0,,0,0,15.1,13,70,1012.3,50,15.2,623,2.2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T16:00:00,28,30.7,22,69.92,0,0,,0,0,14.8,14.8,90,1012,89,10,445,1.6,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T17:00:00,28,30.7,22,69.92,0,0,,0,0,14,13,100,1013,50,10,197,0.7,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-06T18:00:00,27.9,30.4,21.8,69.46,0,0,,0,0,15.1,11.2,70,1013.2,50,15.2,25,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T19:00:00,28,30.7,22,69.92,0,0,,0,0,16.9,13,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T20:00:00,27,29.2,22,74.14,0,0,,0,0,20.2,13,90,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T21:00:00,27.7,30.3,22.1,71.21,0,0,,0,0,22.3,11.2,90,1014.4,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T22:00:00,27,29.2,22,74.14,0,0,,0,0,20.9,9.4,90,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-06T23:00:00,27,29.2,22,74.14,0,0,,0,0,18.7,11.2,90,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T00:00:00,27,29.1,21.8,73.21,0,0,,0,0,16.2,13,80,1014.1,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T01:00:00,27,29.2,22,74.14,0,0,rain,0,0,16.9,7.6,80,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,18,9.4,80,1013,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T03:00:00,26.9,28.8,21.2,70.84,0,0,rain,0,0,18,7.6,80,1013.4,73.5,6,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T04:00:00,27,28.8,21,69.74,0,0,rain,0,0,16.6,7.6,90.2,1013,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T05:00:00,26,26,21,73.97,0,0,,0,0,14,9.4,90,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T06:00:00,27,28.9,21.1,69.96,0,0,,0,0,16.9,9.4,80,1015.1,50,15.2,41,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T07:00:00,28,30.1,21,65.77,0,0,,0,0,14.8,22.3,10,1015,50,10,253,0.9,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T08:00:00,28,30.1,21,65.77,0,0,,0,0,14.8,16.6,70,1016,50,10,500,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T09:00:00,29.9,33,21.8,61.86,0,0,,0,0,15.1,11.2,70,1016.3,50,15.2,725,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T10:00:00,29,32,22,65.98,0,0,,0,0,14.8,14.8,90,1016,50,10,900,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T11:00:00,29,32,22,65.98,0,0,,0,0,15.8,14.8,90,1016,50,10,1010,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T12:00:00,29.1,32,21.9,65.36,0,0,,0,0,15.5,13,80,1015.3,50,15.2,1043,3.8,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T13:00:00,30,32.6,21,58.58,0,0,,0,0,15.5,14.8,102.2,1014,50,10,1000,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T14:00:00,29,32,22,65.98,0,0,,0,0,15.8,16.6,110,1014,50,10,883,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T15:00:00,28.9,31.7,21.8,65.54,0,0,,0,0,15.5,14.8,110,1013.2,50,15.2,704,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T16:00:00,28,30.7,22,69.92,0,0,,0,0,14.8,16.6,130,1013,50,10,478,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T17:00:00,28,30.7,22,69.92,0,0,,0,0,14.4,11.2,110,1013,50,10,216,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-07T18:00:00,27.8,29.9,21.1,66.78,0,0,,0,0,19.1,11.2,100,1013.2,50,15.2,23,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T19:00:00,28,30.1,21,65.77,0,0,rain,0,0,19.8,11.2,100,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T20:00:00,27,28.8,21,69.74,0,0,rain,0,0,20.5,11.2,110,1014,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T21:00:00,27.1,28.9,20.9,69.08,0,0,rain,0,0,21.2,13,110,1015,27.6,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T22:00:00,27,28.8,21,69.74,0,0,rain,0,0,22,13,100,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-07T23:00:00,27,28.8,21,69.74,0,0,rain,0,0,20.9,9.4,90,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T00:00:00,26.9,28.7,21.1,70.39,0,0,,0,0,17.6,13,120,1013.5,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T01:00:00,27,28.8,21,69.74,0,0,,0,0,15.1,7.6,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,14,7.6,110,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T03:00:00,26.9,28.6,20.8,69.27,0.1,100,rain,0,0,13.7,13,90,1013.2,50,15.2,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-08T04:00:00,27,28.8,21,69.74,0,0,,0,0,12.2,11.2,110,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T05:00:00,27,28.8,21,69.74,0,0,,0,0,14.4,9.4,110,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T06:00:00,27,28.9,21.1,69.96,0,0,rain,0,0,18.4,9.4,100,1014.3,73.5,15.2,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T07:00:00,28,30.1,21,65.77,0,0,rain,0,0,18.7,13,90,1015,50,10,225,0.8,2,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T08:00:00,28,30.7,22,69.92,0,0,,0,0,15.8,11.2,100,1015,50,10,433,1.6,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T09:00:00,28.8,31,20.9,62.41,0,0,,0,0,15.5,13,110,1015.4,50,15.2,692,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T10:00:00,28,30.7,22,69.92,0,0,rain,0,0,15.8,14.8,110,1016,89,10,880,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T11:00:00,29,30.8,20,58.35,0,0,rain,0,0,15.1,14.8,100,1015,89,10,996,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
