name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
52171-900,2023-02-01T20:00:00,28,30.7,22,69.92,0,0,,0,0,14.8,13,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-01T21:00:00,27.9,30.5,22,70.35,0,0,,0,0,13.7,13,80,1013.4,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-01T22:00:00,28,30.1,21,65.77,0,0,,0,0,14.8,9.4,100,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-01T23:00:00,28,30.7,22,69.92,0,0,,0,0,13.7,9.4,90,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T00:00:00,27.7,30.3,22.1,71.21,0,0,,0,0,11.9,7.6,100,1013.1,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T01:00:00,28,30.7,22,69.92,0,0,,0,0,10.4,9.4,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T02:00:00,27,29.2,22,74.14,0,0,,0,0,10.4,11.2,100,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T03:00:00,27.1,29.3,22,73.91,0,0,rain,0,0,10.1,7.6,60,1011.9,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T04:00:00,27,29.2,22,74.14,0,0,,0,0,7.6,9.4,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T05:00:00,27,29.2,22,74.14,0,0,rain,0,0,6.8,11.2,80,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T06:00:00,27.7,30.3,22.1,71.21,0,0,rain,0,0,12.6,9.4,100,1013.2,44.8,11,21,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T07:00:00,29,32,22,65.98,0,0,rain,0,0,13,13,90,1014,50,10,175,0.6,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T08:00:00,29,32,22,65.98,0,0,rain,0,0,12.6,13,90,1014,50,10,402,1.4,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T09:00:00,29.8,33.1,22.1,63.23,0,0,rain,0,0,13.3,11.2,100,1014.4,44.8,15.2,612,2.2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T10:00:00,30,34.1,23,66.18,0,0,rain,0,0,13.7,14.8,100,1014,50,10,800,2.9,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T11:00:00,31,34.6,22,58.81,0,0,rain,0,0,14,14.8,110,1014,50,10,789,2.8,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T12:00:00,30,34.1,22.9,65.77,0,0,rain,0,0,14.4,14.8,90,1014.1,44.8,15.2,903,3.3,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T13:00:00,30,33.3,22,62.28,0,0,,0,0,14.8,16.6,90,1013,27.6,10,832,3,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T14:00:00,30,33.3,22,62.28,0,0,,0,0,15.1,16.6,120,1013,89,10,790,2.8,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T15:00:00,30.1,33.4,22.1,62.29,0,0,,0,0,16.6,18.4,120,1012.2,44.8,15.2,696,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T16:00:00,30,33.3,22,62.28,0,0,,0,0,16.9,18.4,130,1012,50,10,443,1.6,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T17:00:00,29,32.8,23,70.11,0,0,,0,0,16.6,14.8,110,1013,89,10,216,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-02T18:00:00,28.2,30.9,22,69.29,0,0,,0,0,19.1,14.8,100,1013.2,73.5,15.2,34,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T19:00:00,28,30.6,22,69.91,0,0,,0,0,19.4,13,110,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,SBRF
52171-900,2023-02-02T20:00:00,28,30.6,22,69.91,0,0,,0,0,20.5,14.8,120,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,SBRF
52171-900,2023-02-02T21:00:00,27.9,30.5,21.9,69.9,0,0,,0,0,23,16.6,110,1014.4,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T22:00:00,28,30.7,22,69.92,0,0,,0,0,22.7,16.6,120,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-02T23:00:00,28,30.7,22,69.92,0,0,,0,0,22,13,90,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T00:00:00,27.7,29.9,21.2,67.42,0,0,,0,0,20.2,11.2,90,1014.3,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T01:00:00,27,28.8,21,69.74,0,0,,0,0,20.5,13,90,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T02:00:00,27,28.8,21,69.74,0,0,,0,0,20.5,14.8,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T03:00:00,27.1,28.6,20.2,66,0,0,,0,0,19.8,13,90,1013.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T04:00:00,27,28.8,21,69.74,0,0,rain,0,0,19.4,11.2,90,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T05:00:00,27,28.8,21,69.74,0,0,,0,0,19.1,9.4,90,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T06:00:00,27.7,29.7,20.8,65.93,0,0,,0,0,19.1,13,100,1014.2,50,15.2,10,0,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T07:00:00,28,30.1,21,65.77,0,0,,0,0,17.6,11.2,90,1015,50,10,52,0.2,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T08:00:00,29,31.4,21,62.06,0,0,,0,0,17.6,13,110,1015,50,10,132,0.5,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T09:00:00,29.2,31.6,21.2,62.09,0,0,,0,0,16.9,14.8,120,1015.4,50,15.2,494,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T10:00:00,29,31.4,21,62.06,0,0,,0,0,16.2,16.6,120,1015,50,10,890,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T11:00:00,30,33.3,22,62.28,0,0,,0,0,16.6,16.6,110,1015,50,10,1011,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T12:00:00,29.9,33,21.8,61.86,0,0,,0,0,16.9,16.6,120,1014.9,50,15.2,1056,3.8,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T13:00:00,30,33.3,22,62.28,0,0,,0,0,17.3,14.8,110,1014,50,10,1024,3.7,10,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T14:00:00,30,32.6,21,58.58,0,0,,0,0,16.9,16.6,130,1013,50,10,915,3.3,9,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T15:00:00,29.2,31.6,21.1,61.7,0,0,,0,0,16.9,18.4,130,1013.2,44.8,15.2,738,2.7,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T16:00:00,29,31.4,21,62.06,0,0,,0,0,16.9,14.8,110,1013,50,10,507,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T17:00:00,29,32,22,65.98,0,0,,0,0,16.9,13,140,1013,50,10,249,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-03T18:00:00,27.7,30.7,22.8,74.49,0,0,,0,0,18.7,14.8,130,1014.1,73.5,15.2,35,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T19:00:00,28,30.7,22,69.92,0,0,,0,0,18.4,14.8,140,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T20:00:00,28,30.1,21,65.77,0,0,,0,0,18,14.8,130,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T21:00:00,28,30.2,21.1,65.98,0,0,,0,0,18,11.2,130,1015.3,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T22:00:00,28,30.7,22,69.92,0,0,,0,0,19.8,13,140,1016,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-03T23:00:00,28,30.7,22,69.92,0,0,,0,0,20.9,13,130,1015,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T00:00:00,27.2,29.4,22,73.46,0,0,,0,0,17.6,11.2,120,1014.3,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T01:00:00,27,28.8,21,69.74,0,0,,0,0,17.3,11.2,110,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T02:00:00,27,28.8,21,69.74,0,0,,0,0,16.6,9.4,100,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T03:00:00,27.1,29.2,21.7,72.75,0,0,,0,0,14,13,120,1013.5,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T04:00:00,27,29.2,22,74.14,0,0,,0,0,14.4,13,130,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T05:00:00,27,29.2,22,74.14,0,0,,0,0,14,13,130,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T06:00:00,27.1,29.2,21.8,72.98,0,0,,0,0,15.5,9.4,130,1014.2,44.8,15.2,21,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T07:00:00,28,30.7,22,69.92,0,0,rain,0,0,18,11.2,140,1015,27.6,10,206,0.7,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T08:00:00,29,32,22,65.98,0,0,rain,0,0,18.7,14.8,150,1015,89,10,441,1.6,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T09:00:00,29.2,32.1,21.9,64.97,0,0,rain,0,0,19.1,16.6,150,1016.1,50,15.2,592,2.1,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T10:00:00,30,34.1,23,66.18,0,0,rain,0,0,19.1,20.5,150,1016,50,10,855,3.1,9,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T11:00:00,30,34.1,23,66.18,0,0,rain,0,0,19.1,16.6,140,1015,89,9,977,3.5,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T12:00:00,30.1,34.4,23.2,66.61,0,0,rain,0,0,19.4,22.3,150,1015.1,44.8,15.2,1024,3.7,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T13:00:00,31,35.5,23,62.5,0,0,,0,0,19.1,25.9,160,1014,50,10,980,3.5,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T14:00:00,31,35.5,23,62.5,0,0,,0,0,19.4,24.1,150,1013,50,10,880,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T15:00:00,29.8,33.7,22.8,66.14,0,0,,0,0,19.1,25.9,140,1013.2,44.8,15.2,700,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T16:00:00,29,32.8,23,70.11,0,0,,0,0,18.4,22.3,150,1013,50,10,464,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T17:00:00,29,32.8,23,70.11,0,0,,0,0,18.4,24.1,150,1013,50,10,232,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-04T18:00:00,26.2,26.2,23.8,86.86,0,0,,0,0,20.5,24.1,150,1014.1,73.5,3.4,33,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T19:00:00,27,30.1,24,83.68,0,0,,0,0,20.9,7.6,160,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T20:00:00,26,26,23,83.57,0,0,,0,0,20.5,9.4,210,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T21:00:00,25.7,25.7,23.1,85.13,9,100,rain,0,0,19.8,14.8,70,1015.3,89,2,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-02-04T22:00:00,26,26,23,83.57,0,0,,0,0,19.8,7.6,130,1015,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-04T23:00:00,27,30.1,24,83.68,0,0,,0,0,17.6,11.2,140,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T00:00:00,26.9,29.5,23,79.26,0,0,,0,0,13,13,120,1013.4,55.2,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T01:00:00,27,29.6,23,78.78,0,0,,0,0,10.8,9.4,120,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T02:00:00,27,29.6,23,78.78,0,0,,0,0,9.7,7.6,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T03:00:00,25.7,25.7,22.8,83.8,2,100,rain,0,0,6.5,11.2,110,1012.4,73.5,5,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-02-05T04:00:00,26,26,23,83.57,0,0,,0,0,4,5.4,120,1012,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T05:00:00,26,26,24,88.76,0,0,,0,0,4,3.6,181.2,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T06:00:00,26.8,29.3,23.2,80.5,0,0,,0,0,4.7,3.6,120,1013.3,73.5,15.2,20,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T07:00:00,28,31.3,23,74.3,0,0,rain,0,0,8.3,9.4,90,1014,50,10,199,0.7,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T08:00:00,29,32.8,23,70.11,0,0,rain,0,0,9.7,11.2,110,1014,50,10,434,1.6,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T09:00:00,29,32.7,22.9,69.67,0,0,rain,0,0,10.8,13,80,1015,83.9,15.2,653,2.4,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T10:00:00,30,34.1,23,66.18,0,0,,0,0,11.9,16.6,110,1015,89,10,850,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T11:00:00,30,34.1,23,66.18,0,0,,0,0,12.2,14.8,110,1014,89,10,943,3.4,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T12:00:00,30.2,34.4,23.1,65.8,0,0,,0,0,12.2,16.6,110,1013.4,50,15.2,996,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T13:00:00,29,32.8,23,70.11,0,0,,0,0,13,16.6,110,1013,50,10,981,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T14:00:00,30,35.1,24,70.29,0,0,,0,0,13.7,16.6,130,1012,50,10,883,3.2,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T15:00:00,29.1,32.7,22.9,69.46,0,0,,0,0,14.8,11.2,100,1012,50,15.2,715,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T16:00:00,29,32.8,23,70.11,0,0,,0,0,15.8,13,120,1011,50,10,494,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T17:00:00,28,31.3,23,74.3,0,0,,0,0,16.2,13,130,1011,50,10,242,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-05T18:00:00,28.2,31.6,23.2,74.33,0,0,,0,0,18.4,13,110,1011.9,55.2,15.2,33,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T19:00:00,28,31.3,23,74.3,0,0,,0,0,18,13,120,1012,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T20:00:00,28,31.1,23,74.29,0,0,,0,0,18,13,110,1013,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,SBRF
52171-900,2023-02-05T21:00:00,27.8,30.9,22.9,74.74,0,0,,0,0,16.6,9.4,110,1013.4,17.2,15.2,0,,0,30,Clear,clear-night,"82899099999,SBRF"
52171-900,2023-02-05T22:00:00,28,31.3,23,74.3,0,0,,0,0,15.5,5.4,100,1013,27.6,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-05T23:00:00,28,31.3,23,74.3,0,0,rain,0,0,13.3,7.6,120,1013,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T00:00:00,25.8,25.8,22.9,84.07,0,0,rain,0,0,12.2,5.4,260,1012.4,83.9,8,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T01:00:00,25,25,23,88.68,0,0,rain,0,0,11.2,9.4,110.3,1012,89,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T02:00:00,24,24,23,94.15,0,0,rain,0,0,9.4,7.6,250,1012,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T03:00:00,24,24,21.9,88.04,2,100,rain,0,0,9,18.4,160,1012.1,100,5,0,,0,10,"Rain, Overcast",rain,"82899099999,SBRF"
52171-900,2023-02-06T04:00:00,24,24,22,88.6,0,0,,0,0,8.6,7.6,220,1011,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T05:00:00,24,24,22,88.6,0,0,rain,0,0,7.2,5.4,330,1012,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T06:00:00,23.8,23.8,22.1,90,0,0,,0,0,9.4,11.2,310,1013,100,2,20,0.1,0,10,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-02-06T07:00:00,23,23,21,88.52,0,0,,0,0,13,5.4,310,1013,100,5,202,0.7,2,10,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-02-06T08:00:00,24,24,22,88.6,0,0,,0,0,12.6,11.2,270,1014,100,3,446,1.6,4,10,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-02-06T09:00:00,23,23,21.8,92.92,13,100,rain,0,0,15.8,7.6,230,1014.4,100,3,667,2.4,7,10,"Rain, Overcast",rain,"82899099999,SBRF"
52171-900,2023-02-06T10:00:00,23,23,22,94.11,0,0,rain,0,0,16.9,5.4,130,1015,89,3,840,3,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-06T11:00:00,23,23,22,94.11,0,0,rain,0,0,19.1,5.4,105.3,1014,100,9,905,3.3,9,30,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-02-06T12:00:00,23.8,23.8,21.9,89.15,0,0,rain,0,0,21.2,7.6,300,1014.2,94.2,10,922,3.3,9,30,Overcast,cloudy,"82899099999,SBRF"
52171-900,2023-02-06T13:00:00,24,24,21,83.34,0,0,rain,0,0,22,3.6,108.5,1013,89,8,825,3,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-06T14:00:00,24,24,21,83.34,0,0,rain,0,0,22,5.4,230,1012,89,10,556,2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-06T15:00:00,26.1,26.1,22.1,78.65,5,100,rain,0,0,20.5,7.6,160,1011.3,83.9,15.2,449,1.6,4,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-02-06T16:00:00,27,29.2,22,74.14,0,0,rain,0,0,19.1,7.6,140,1011,89,10,324,1.2,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-06T17:00:00,27,29.6,23,78.78,0,0,,0,0,17.3,7.6,160,1011,89,10,105,0.4,1,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-06T18:00:00,25.8,25.8,22.9,84.07,0,0,,0,0,17.6,0,0,1011.3,73.5,15.2,13,0,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T19:00:00,27,29.1,22,74.13,0,0,,0,0,16.2,9.4,80,1012,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,SBRF
52171-900,2023-02-06T20:00:00,27,28.7,21,69.73,0,0,,0,0,15.8,7.6,90,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,SBRF
52171-900,2023-02-06T21:00:00,26.9,28.7,21.1,70.39,0,0,,0,0,18.7,9.4,90,1013.1,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T22:00:00,27,28.8,21,69.74,0,0,,0,0,19.8,9.4,70,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-06T23:00:00,27,28.8,21,69.74,0,0,,0,0,18,9.4,60,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T00:00:00,26.2,26.2,19.9,68.47,0,0,,0,0,18.7,7.6,90,1012.2,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T01:00:00,26,26,20,69.55,0,0,,0,0,18.7,5.4,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T02:00:00,26,26,20,69.55,0,0,,0,0,19.1,7.6,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T03:00:00,26.2,26.2,19.9,68.47,0,0,,0,0,18,9.4,90,1011.2,27.6,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T04:00:00,26,26,20,69.55,0,0,,0,0,13,5.4,120,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T05:00:00,23,23,21,88.52,0,0,,0,0,16.6,5.4,330,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T06:00:00,23.1,23.1,20.9,87.68,0,0,,0,0,20.2,3.6,310,1012.2,27.6,15.2,10,0,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T07:00:00,28,30.1,21,65.77,0,0,,0,0,18.4,13,120,1012,50,10,215,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T08:00:00,28,30.1,21,65.77,0,0,,0,0,20.5,14.8,140,1013,89,10,469,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T09:00:00,27.7,30.4,22.2,71.67,0,0,,0,0,22.3,18.4,160,1013.5,73.5,15.2,686,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T10:00:00,29,30.8,20,58.35,0,0,,0,0,21.2,24.1,130,1014,50,10,623,2.2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T11:00:00,30,31.3,19,51.76,0,0,,0,0,20.2,20.5,120,1014,50,10,710,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T12:00:00,29.8,31.7,20.1,55.92,0,0,,0,0,20.2,18.4,140,1013.3,50,15.2,823,3,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T13:00:00,30,31.9,20,55.08,0,0,,0,0,20.5,24.1,150,1012,50,10,987,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T14:00:00,30,31.3,19,51.76,0,0,,0,0,22.3,20.5,140,1011,27.6,10,869,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T15:00:00,29.1,30.7,19.8,57.43,0,0,,0,0,21.6,20.5,140,1011.3,27.6,15.2,664,2.4,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T16:00:00,29,30.3,19,54.83,0,0,,0,0,20.5,22.3,150,1011,27.6,10,414,1.5,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T17:00:00,28,28.9,18,54.58,0,0,,0,0,19.4,20.5,160,1012,27.6,10,184,0.7,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-02-07T18:00:00,27.2,28,17.8,56.6,0,0,,0,0,18.4,20.5,160,1012.2,44.8,15.2,30,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-02-07T19:00:00,28,28.9,18,54.58,0,0,,0,0,16.9,14.8,140,1012,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
