Data,Temperatura,Humidade,Pressao,Velocidade do vento,Direcao do vento,Rajada de vento,Precipitacao,Luminosidade,Incidencia solar,Ponto de orvalho,n
14/02/2023 15:00:00 -03:00,30.6,75,1009.6,1.6,170.6,5.4,0,29158,2,25.5,120
14/02/2023 16:00:00 -03:00,29.4,79.2,1009.8,1,169.7,5.4,0,12150,1,25.1,119
14/02/2023 17:00:00 -03:00,28.4,82.7,1010.4,1,170.3,5.4,0,1913,0,25,118
14/02/2023 18:00:00 -03:00,28,85.2,1010.6,0.8,181.6,5.4,0,0,0,25.1,117
14/02/2023 23:00:00 -03:00,25,99,1011.2,0.2,255.2,4,0.6,0,0,24.7,112
15/02/2023 07:00:00 -03:00,27.6,89.9,1010.9,0,137,2.5,0,19114,3,25.5,104
15/02/2023 08:00:00 -03:00,29.8,81.4,1011.2,1.3,152.5,5.4,0,33263,6,26.1,103
15/02/2023 11:00:00 -03:00,30.8,77.8,1010.2,1.9,144,5.4,0,39074,8,26.2,100
15/02/2023 12:00:00 -03:00,30.8,76.7,1009.7,2.5,125.9,6.8,0,47434,8,26,99
15/02/2023 13:00:00 -03:00,30.1,78,1009.2,1.8,145.1,6.8,0,28157,4,25.6,98
15/02/2023 14:00:00 -03:00,29.8,75.8,1008.8,1.3,145.7,5.4,0,21594,3,24.8,97
15/02/2023 15:00:00 -03:00,29,81.8,1008.5,1.7,147,5.4,0,14069,2,25.4,96
15/02/2023 17:00:00 -03:00,28.2,86.9,1009,0.5,155.4,4,0,1015,0,25.6,94
15/02/2023 18:00:00 -03:00,28.2,86.4,1009.2,1.2,134.7,5.4,0,0,0,25.5,93
15/02/2023 20:00:00 -03:00,28.1,85.9,1010.1,1.2,146.2,5.4,0,0,0,25.3,91
15/02/2023 21:00:00 -03:00,28,86.4,1010.3,1.1,132.2,5.4,0,0,0,25.4,90
15/02/2023 23:00:00 -03:00,27.6,88.8,1009.3,1.2,127.6,5.4,3.6,0,0,25.3,88
16/02/2023 02:00:00 -03:00,26.3,94.9,1007.8,0,172,1.1,0,0,0,25.2,85
16/02/2023 05:00:00 -03:00,25.3,98.8,1008.8,0,180,0,0,838,0,24.9,82
16/02/2023 07:00:00 -03:00,28.6,83.4,1009.8,1.2,142.5,5.4,0,17712,2,25.3,80
16/02/2023 10:00:00 -03:00,30.9,74.1,1010.1,1.7,143.5,5.4,0,44898,10,25.5,77
16/02/2023 11:00:00 -03:00,31.2,72.9,1009.2,2.2,128.4,6.8,0,48958,10,25.4,76
16/02/2023 12:00:00 -03:00,31,72.6,1008.4,2.4,138.8,6.8,0,44962,8,25.2,75
16/02/2023 13:00:00 -03:00,31,73.1,1007.7,2.2,132.3,5.4,0,40538,6,25.3,74
16/02/2023 14:00:00 -03:00,30.4,75.9,1007.1,1.9,119.2,6.8,0,29526,4,25.4,73
16/02/2023 15:00:00 -03:00,29.6,78.8,1007,1.7,131.5,5.4,0,16658,2,25.2,72
16/02/2023 16:00:00 -03:00,28.7,81.4,1007.2,1.6,133.8,5.4,0,6458,1,25,71
16/02/2023 17:00:00 -03:00,28.2,81.9,1007.7,1.8,124.1,5.4,0,882,0,24.7,70
16/02/2023 18:00:00 -03:00,28.1,83.2,1008.1,1.5,124.3,6.8,0,0,0,24.7,69
16/02/2023 19:00:00 -03:00,27.9,84,1008.8,1.2,138.1,5.4,0,0,0,24.7,68
16/02/2023 20:00:00 -03:00,27.8,85.1,1009.4,1.1,138.1,4,0,0,0,24.8,67
16/02/2023 21:00:00 -03:00,27.8,85.8,1009.8,1,124.7,5.4,0,0,0,25,66
16/02/2023 22:00:00 -03:00,27.8,86,1009.7,1.3,123.9,5.4,0,0,0,25,65
16/02/2023 23:00:00 -03:00,27.6,86.3,1009.3,1,127.2,5.4,0,0,0,24.9,64
17/02/2023 01:00:00 -03:00,27.2,86.3,1008.2,0.4,129.4,4,0,0,0,24.5,62
17/02/2023 02:00:00 -03:00,26.8,87.3,1007.8,0.1,130.9,2.5,0,0,0,24.3,61
17/02/2023 03:00:00 -03:00,26.1,91.1,1008.1,0,150,1.1,0,0,0,24.4,60
17/02/2023 04:00:00 -03:00,25,95.7,1008.5,0.2,58.4,4,3.3,0,0,24.2,59
17/02/2023 05:00:00 -03:00,24.3,98.7,1009,0,185,2.5,1.2,242,0,23.9,58
17/02/2023 06:00:00 -03:00,24.7,99,1009.2,0,180,0,0,5261,1,24.3,57
17/02/2023 07:00:00 -03:00,27.5,90.3,1009.7,0.8,159.2,5.4,0,17226,2,25.5,56
17/02/2023 08:00:00 -03:00,29,81.8,1010.1,1.2,148.1,5.4,0,23678,4,25.4,55
17/02/2023 09:00:00 -03:00,30,77,1010.1,1.6,139.4,5.4,0,34534,7,25.3,54
17/02/2023 10:00:00 -03:00,30,75.7,1009.7,2.2,119.6,5.4,0,36699,8,25,53
17/02/2023 11:00:00 -03:00,30.4,75.1,1009.2,2.3,129.9,6.8,0,39439,8,25.2,52
17/02/2023 12:00:00 -03:00,30.8,72.5,1008.7,2.2,127.1,6.8,0,49354,9,25,51
17/02/2023 13:00:00 -03:00,30.8,73.5,1008.1,2.4,127.3,8.6,0,49893,8,25.2,50
17/02/2023 14:00:00 -03:00,30.4,72.4,1007.6,2.7,122,6.8,0,43598,5,24.6,49
17/02/2023 15:00:00 -03:00,30.3,71.6,1007.4,1.8,151.6,6.8,0,34354,2,24.4,48
17/02/2023 16:00:00 -03:00,29.3,73.8,1007.4,1.9,132.7,6.8,0,20252,1,23.9,47
18/02/2023 15:00:00 -03:00,29.1,75,1008.9,1.8,131.5,5.4,0,17533,2,24,43
24/02/2023 10:00:00 -03:00,31,72.4,1012.8,1.6,147.9,6.8,0,48312,11,25.2,41
24/02/2023 11:00:00 -03:00,31.3,72.8,1012.6,1.8,100,4,0,60464,13,25.6,40
27/02/2023 09:00:00 -03:00,30.5,75.8,1014.7,2.7,143.3,6.8,0,37809,8,25.6,39
27/02/2023 10:00:00 -03:00,30.5,75.3,1014.6,2.8,134.8,8.6,0,41462,9,25.4,38
27/02/2023 11:00:00 -03:00,30.5,74.9,1014.1,2.4,150.3,8.6,0.3,33614,7,25.3,37
27/02/2023 12:00:00 -03:00,29.9,78.6,1013.4,2.7,131.8,8.6,0,39084,8,25.6,36
27/02/2023 13:00:00 -03:00,30.6,73.2,1012.8,2.8,145.3,8.6,0,41524,7,25,35
27/02/2023 14:00:00 -03:00,30.8,71.1,1012.6,2.5,147.5,8.6,0,40187,4,24.7,34
27/02/2023 15:00:00 -03:00,30.3,73.6,1012.6,2.2,157.8,6.8,0,29025,2,24.8,33
27/02/2023 16:00:00 -03:00,29.4,77.6,1013,1.3,151.6,5.4,0,16889,1,24.9,32
27/02/2023 17:00:00 -03:00,28.3,80.8,1013.5,1.4,170.7,5.4,0,2295,0,24.5,31
27/02/2023 18:00:00 -03:00,27.7,82.5,1013.9,1,166.1,4,0,0,0,24.3,30
27/02/2023 19:00:00 -03:00,27.7,83.6,1014.4,1.1,153.4,5.4,0,0,0,24.4,29
27/02/2023 20:00:00 -03:00,27.7,83.9,1014.8,0.9,160.7,4,0,0,0,24.5,28
27/02/2023 21:00:00 -03:00,27.7,85.5,1015.2,0.7,154.9,6.8,0,0,0,24.8,27
27/02/2023 22:00:00 -03:00,27.6,85.3,1014.9,0.7,153.2,4,0,0,0,24.7,26
27/02/2023 23:00:00 -03:00,27.3,86.3,1014.4,0.3,156.9,5.4,0,0,0,24.6,25
28/02/2023 00:00:00 -03:00,27.1,84.7,1013.9,0.5,159.7,5.4,0,0,0,24.1,24
28/02/2023 01:00:00 -03:00,26.9,84.6,1013.4,0.4,147.7,4,0,0,0,23.9,23
28/02/2023 02:00:00 -03:00,26.6,85.1,1013,0.3,157.2,4,0,0,0,23.7,22
28/02/2023 03:00:00 -03:00,26.6,85.2,1013.1,0.1,165.4,2.5,0,0,0,23.8,21
28/02/2023 04:00:00 -03:00,26.4,86.8,1013.4,0.1,171.4,2.5,0,0,0,23.8,20
28/02/2023 05:00:00 -03:00,26.4,88.3,1013.8,0,180,1.1,0,1112,0,24,19
28/02/2023 06:00:00 -03:00,28.4,81.1,1013.9,0.8,136.9,5.4,0,7418,1,24.5,18
28/02/2023 07:00:00 -03:00,29.5,76.6,1014.4,1.7,121.1,6.8,0,20888,3,24.7,17
28/02/2023 08:00:00 -03:00,29.9,75.5,1014.9,2,89,5.4,0,32320,5,24.9,16
28/02/2023 09:00:00 -03:00,28.7,85.1,1015,1.5,115.6,5.4,0.6,30217,7,25.8,15
28/02/2023 10:00:00 -03:00,30,76.9,1014.9,2.5,103.6,6.8,0,41211,10,25.3,14
28/02/2023 11:00:00 -03:00,30.7,72.9,1014.2,2.7,107.8,6.8,0,47331,10,25,13
28/02/2023 12:00:00 -03:00,31.1,71.3,1013.4,2.5,133.5,8.6,0,48490,10,25,12
28/02/2023 13:00:00 -03:00,30.7,72,1012.9,2.8,129.7,8.6,0,45143,8,24.9,11
28/02/2023 14:00:00 -03:00,31,71,1012.7,2.4,136.4,8.6,0,44752,4,24.9,10
28/02/2023 15:00:00 -03:00,30.3,73.5,1012.8,2.2,132.6,8.6,0,32041,2,24.7,9
28/02/2023 16:00:00 -03:00,29.8,74,1013,1.4,137.3,5.4,0,23493,1,24.5,8
28/02/2023 17:00:00 -03:00,28.4,79.2,1013.5,1.6,149.2,6.8,0,2338,0,24.3,7
28/02/2023 18:00:00 -03:00,28.1,80.9,1013.9,0.9,143.9,5.4,0,0,0,24.2,6
28/02/2023 19:00:00 -03:00,28,80,1014.3,1,143.3,6.8,0,0,0,24,5
28/02/2023 20:00:00 -03:00,27.6,84,1014.9,0.6,133.2,4,0,0,0,24.4,4
28/02/2023 21:00:00 -03:00,27.5,84.3,1015.1,0.6,145.7,4,0,0,0,24.4,3
28/02/2023 22:00:00 -03:00,27.2,84.6,1014.7,0.4,131.2,4,0,0,0,24.1,2
28/02/2023 23:00:00 -03:00,27.1,84.5,1014.2,0.4,145.8,4,0,0,0,24.1,1
01/03/2023 00:00:00 -03:00,26.8,87.7,1013.8,0.3,154.4,4,0.3,0,0,24.4,39
01/03/2023 01:00:00 -03:00,25.9,92.2,1013.2,0,180,1.1,0,0,0,24.4,38
01/03/2023 02:00:00 -03:00,26.2,89.8,1012.9,0.4,129.9,5.4,0,0,0,24.2,37
01/03/2023 03:00:00 -03:00,25.1,96,1012.7,0,180,0,0,0,0,24.2,36
01/03/2023 04:00:00 -03:00,25.8,93.2,1012.8,0.3,147.9,4,0,0,0,24.4,35
01/03/2023 05:00:00 -03:00,26.6,88.8,1012.9,0.4,143.8,4,0,1330,0,24.4,34
01/03/2023 06:00:00 -03:00,28,84.4,1013.2,1,131.8,5.4,0,14480,2,25,33
01/03/2023 07:00:00 -03:00,29,79.8,1014,1.9,122.4,6.8,0,23783,3,24.9,32
01/03/2023 08:00:00 -03:00,30.1,75.6,1014.3,2.4,110.8,8.6,0,40054,6,25,31
01/03/2023 09:00:00 -03:00,30.2,74,1014.3,2.7,113.7,8.6,0,38045,8,24.8,30
01/03/2023 10:00:00 -03:00,30.2,75.2,1014.1,2.6,117.5,8.6,0,41782,10,25,29
01/03/2023 11:00:00 -03:00,30.5,74.7,1013.5,2.7,120.4,8.6,0,34593,7,25.2,28
01/03/2023 12:00:00 -03:00,30.4,75,1012.4,2.5,127.9,6.8,0,34591,7,25.2,27
01/03/2023 13:00:00 -03:00,30.8,73.3,1011.6,2.4,135,8.6,0,42070,7,25.2,26
01/03/2023 14:00:00 -03:00,30.6,75.2,1011.2,2.4,130.8,8.6,0,37519,4,25.4,25
01/03/2023 15:00:00 -03:00,29.9,78,1011.2,2.4,139.9,8.6,0,24178,2,25.4,24
01/03/2023 16:00:00 -03:00,29.3,80.4,1011.5,1.8,145,8.6,0,17060,1,25.3,23
01/03/2023 17:00:00 -03:00,27.2,89.2,1012.2,1,153.7,5.4,0,853,0,25.1,22
01/03/2023 18:00:00 -03:00,27.4,86.8,1012.7,0.8,144.4,4,0,0,0,24.8,21
01/03/2023 19:00:00 -03:00,27.6,85.8,1013.1,1.2,165,2.5,0,0,0,24.8,20
01/03/2023 20:00:00 -03:00,27.5,87.1,1013.5,0.6,153,5.4,0,0,0,24.9,19
01/03/2023 21:00:00 -03:00,27.2,88.4,1013.4,0.8,158.8,4,0.3,0,0,24.9,18
01/03/2023 22:00:00 -03:00,27.2,88.3,1013.4,0.7,151.9,4,0,0,0,24.9,17
01/03/2023 23:00:00 -03:00,27.2,85.4,1012.6,1.3,146.7,5.4,0,0,0,24.4,16
02/03/2023 00:00:00 -03:00,27.1,85.1,1012.2,0.5,154.1,2.5,0,0,0,24.2,15
02/03/2023 01:00:00 -03:00,26.6,86,1011.2,0.4,175,1.1,0,0,0,23.9,14
02/03/2023 03:00:00 -03:00,26.4,86.5,1011.1,0.2,157.3,2.5,0,0,0,23.8,13
02/03/2023 04:00:00 -03:00,26.5,85.6,1011.3,0.2,149.3,4,0,0,0,23.7,12
02/03/2023 05:00:00 -03:00,26.6,85,1011.3,0.4,158.9,5.4,0,1088,0,23.6,11
02/03/2023 07:00:00 -03:00,28.8,78.6,1012.3,2,135.2,8.6,0,24814,3,24.5,9
02/03/2023 13:00:00 -03:00,30.6,73.5,1010.6,2.6,127,8.6,0,38802,6,25.1,3
02/03/2023 15:00:00 -03:00,29.2,78.2,1010.2,2.2,149,5.4,0,11984,2,24.8,1
14/04/2023 14:00:00 -03:00,30.4,70.4,1009.4,1.6,129,8.6,0,31243,3,24.2,279
14/04/2023 16:00:00 -03:00,28.9,78.5,1009.9,1.2,136.2,5.4,0,7290,1,24.5,277
14/04/2023 17:00:00 -03:00,27.8,80.2,1010.4,0.4,149.9,4,0,271,0,23.9,276
14/04/2023 18:00:00 -03:00,27.6,83,1010.9,0.3,147.7,4,0,0,0,24.3,275
14/04/2023 19:00:00 -03:00,27.6,82.5,1011.4,0.6,151.1,5.4,0,0,0,24.2,274
14/04/2023 20:00:00 -03:00,27.4,84.1,1011.6,0.3,151,5.4,0,0,0,24.2,273
14/04/2023 21:00:00 -03:00,27.1,85.4,1011.7,0.1,156,4,0,0,0,24.3,272
14/04/2023 22:00:00 -03:00,27.4,84.4,1011.6,0.4,117,5.4,0,0,0,24.3,271
14/04/2023 23:00:00 -03:00,27.4,84.5,1011.4,0.1,145.4,4,0,0,0,24.3,270
15/04/2023 00:00:00 -03:00,27.2,85.6,1011,0.2,154.8,4,0,0,0,24.3,269
15/04/2023 01:00:00 -03:00,26.1,90.9,1010.7,0.3,116.5,5.4,0.3,0,0,24.3,268
15/04/2023 02:00:00 -03:00,24.7,98.6,1010.4,0,180,0,0,0,0,24.4,267
15/04/2023 03:00:00 -03:00,24.4,99,1010.5,0,180,0,0,0,0,24,266
15/04/2023 04:00:00 -03:00,24.2,99,1010.8,0,180,0,0.3,0,0,23.8,265
15/04/2023 05:00:00 -03:00,24.4,99,1011.6,0.2,241,4,1.8,1185,0,24.1,264
15/04/2023 06:00:00 -03:00,25.4,99,1012.2,0,168,2.5,0,11393,1,25.1,263
15/04/2023 07:00:00 -03:00,27.4,93,1012.8,0,183,2.5,0,22153,3,26,262
15/04/2023 08:00:00 -03:00,29,85.8,1012.9,0.6,101.3,5.4,2.7,39286,7,26.1,261
15/04/2023 09:00:00 -03:00,31.4,74.2,1011.7,0.6,169.8,5.4,0,47330,10,26,260
15/04/2023 10:00:00 -03:00,31.4,72.3,1011.6,2.3,101.3,5.4,0,49765,12,25.6,259
15/04/2023 11:00:00 -03:00,30.7,74.5,1011.3,2.1,106.1,6.8,0,37879,8,25.4,258
15/04/2023 12:00:00 -03:00,30.6,73.3,1010.7,2.3,104.4,10.1,0,38473,7,25,257
15/04/2023 13:00:00 -03:00,29.6,78.7,1010.3,2.1,101.8,8.6,0,24730,4,25.3,256
15/04/2023 14:00:00 -03:00,30.7,75.5,1009.8,1.5,127.2,6.8,0,36460,4,25.6,255
15/04/2023 15:00:00 -03:00,30.1,76.8,1010,1.3,131.7,4,0,27237,2,25.3,254
15/04/2023 16:00:00 -03:00,29,80,1010,0.8,130.3,5.4,0,7930,1,24.9,253
15/04/2023 17:00:00 -03:00,27.8,84.4,1010.3,0.4,150.4,4,0,356,0,24.7,252
15/04/2023 18:00:00 -03:00,27.5,85.9,1010.7,0.2,134.3,4,0,0,0,24.8,251
15/04/2023 19:00:00 -03:00,27.3,86.9,1011.1,0.2,171.3,2.5,0,0,0,24.7,250
15/04/2023 20:00:00 -03:00,26.7,91.1,1011.6,0,173.5,1.1,0,0,0,24.9,249
15/04/2023 21:00:00 -03:00,26.8,90.8,1011.7,0,167.5,2.5,0,0,0,25,248
15/04/2023 22:00:00 -03:00,25.2,97.6,1011.5,0,180,0,0,0,0,24.6,247
15/04/2023 23:00:00 -03:00,24.7,99,1011.1,0,180,0,0,0,0,24.4,246
16/04/2023 00:00:00 -03:00,24.5,99,1010.4,0,180,0,0,0,0,24.2,245
16/04/2023 01:00:00 -03:00,24.3,99,1009.8,0,180,0,0,0,0,24,244
16/04/2023 02:00:00 -03:00,24.2,99,1009.6,0,180,0,0,0,0,23.9,243
16/04/2023 03:00:00 -03:00,24.2,99,1009.6,0,180,0,0,0,0,23.9,242
16/04/2023 04:00:00 -03:00,24,99,1009.8,0,180,0,0,0,0,23.8,241
16/04/2023 05:00:00 -03:00,24.5,99,1010.4,0,180,0,0,529,0,24.2,240
16/04/2023 06:00:00 -03:00,25.2,98.7,1011,0,225,1.1,0,9704,2,24.8,239
16/04/2023 07:00:00 -03:00,27.4,90.6,1011.4,0.1,230,2.5,0,24230,3,25.5,238
16/04/2023 08:00:00 -03:00,29,83.4,1011.6,0.4,184.3,4,0,33961,5,25.7,237
16/04/2023 09:00:00 -03:00,30.1,80.5,1011.5,0.7,157.2,5.4,0,32271,6,26.2,236
16/04/2023 10:00:00 -03:00,29.8,81,1011,0.3,159.2,5.4,0,18054,3,25.9,235
16/04/2023 11:00:00 -03:00,29.7,81.5,1010.4,0.8,161,8.6,0,15477,3,25.9,234
16/04/2023 12:00:00 -03:00,28.7,84.1,1009.4,1.1,154.2,5.4,0,23100,5,25.5,233
16/04/2023 13:00:00 -03:00,29.1,82.3,1008.6,0.2,152.9,2.5,0,17637,3,25.6,232
16/04/2023 14:00:00 -03:00,28.9,83.6,1008,1,134.2,5.4,0,18000,3,25.6,231
16/04/2023 15:00:00 -03:00,28,87.1,1008.4,1.2,141.8,5.4,0,14198,2,25.5,230
16/04/2023 16:00:00 -03:00,26.9,93.9,1008.8,0.5,133.5,4,0,3252,1,25.6,229
16/04/2023 17:00:00 -03:00,26.5,93.7,1009.3,1,103.2,5.4,0,54,0,25.3,228
16/04/2023 18:00:00 -03:00,26.5,94.9,1009.8,1.2,96.1,8.6,0,0,0,25.4,227
16/04/2023 19:00:00 -03:00,26,94.7,1010.8,1.6,89.9,6.8,0.6,0,0,24.9,226
16/04/2023 20:00:00 -03:00,25.1,98.5,1011.4,0.7,109.5,4,0.3,0,0,24.7,225
16/04/2023 21:00:00 -03:00,24.2,98.6,1012.2,1,92.7,5.4,0,0,0,23.8,224
16/04/2023 22:00:00 -03:00,24.2,99,1011.6,0,180,1.1,0,0,0,23.9,223
16/04/2023 23:00:00 -03:00,24.4,99,1011,0,180,0,0,0,0,24,222
17/04/2023 00:00:00 -03:00,24.2,99,1009.8,0,180,0,0,0,0,23.9,221
17/04/2023 01:00:00 -03:00,24,99,1008.3,0,180,1.1,0,0,0,23.7,220
17/04/2023 02:00:00 -03:00,23.9,99,1007.7,0,180,0,0,0,0,23.5,219
17/04/2023 03:00:00 -03:00,23.8,99,1007.5,0,180,0,0,0,0,23.5,218
17/04/2023 04:00:00 -03:00,23.6,99,1008.1,0,180,0,0,0,0,23.3,217
17/04/2023 05:00:00 -03:00,23.6,99,1008.6,0,180,0,0,3129,0,23.3,216
17/04/2023 06:00:00 -03:00,24.8,98,1008.8,0,360,0,0,12050,2,24.3,215
17/04/2023 07:00:00 -03:00,27.4,88.4,1008.9,0.2,216.3,2.5,0,28559,3,25.1,214
17/04/2023 08:00:00 -03:00,29.4,81.5,1008.9,0.1,214,2.5,0,36689,6,25.6,213
17/04/2023 09:00:00 -03:00,30.9,74.6,1008.6,0.3,124,4,0,44613,10,25.6,212
17/04/2023 10:00:00 -03:00,31.8,67.6,1008.2,0.8,132.6,5.4,0,49873,12,24.7,211
17/04/2023 11:00:00 -03:00,32.1,65.2,1007.4,1.2,115.1,5.4,0,52201,12,24.4,210
17/04/2023 12:00:00 -03:00,32,65.7,1006.7,1.2,126.1,4,0,49366,10,24.6,209
17/04/2023 13:00:00 -03:00,32.1,65.7,1006.1,1.4,121.9,5.4,0,49390,7,24.6,208
17/04/2023 14:00:00 -03:00,31.6,69.2,1005.8,1.6,113.8,5.4,0,43170,4,25,207
17/04/2023 15:00:00 -03:00,31,71.4,1005.6,1.5,130.2,5.4,0,33161,2,25,206
17/04/2023 16:00:00 -03:00,29,78.8,1006.1,0.8,149.1,5.4,0,3974,1,24.8,205
17/04/2023 17:00:00 -03:00,28.1,81,1006.6,0.3,132.5,2.5,0,251,0,24.3,204
17/04/2023 18:00:00 -03:00,27.2,87.8,1007.4,0,180,2.5,0,0,0,24.8,203
17/04/2023 19:00:00 -03:00,27.1,90,1007.9,0.1,169.7,2.5,0,0,0,25.1,202
17/04/2023 20:00:00 -03:00,27.1,88.7,1008.7,0,180,1.1,0,0,0,24.9,201
17/04/2023 21:00:00 -03:00,25.4,96.3,1008.7,0,180,0,0,0,0,24.6,200
17/04/2023 22:00:00 -03:00,24.8,98.5,1008.5,0,180,0,0,0,0,24.3,199
17/04/2023 23:00:00 -03:00,24.4,99,1008.2,0,180,0,0,0,0,24.1,198
18/04/2023 00:00:00 -03:00,24.5,99,1007.6,0,180,0,0,0,0,24.1,197
18/04/2023 01:00:00 -03:00,24.5,99,1007.2,0,180,0,0.3,0,0,24.2,196
18/04/2023 02:00:00 -03:00,24.4,99,1007,0,180,0,0,0,0,24.1,195
18/04/2023 03:00:00 -03:00,24.2,99,1007,0,180,0,0,0,0,23.9,194
18/04/2023 04:00:00 -03:00,23.9,99,1007.2,0,180,0,0,0,0,23.5,193
18/04/2023 05:00:00 -03:00,23.8,99,1007.9,0,180,0,0,2927,0,23.5,192
18/04/2023 06:00:00 -03:00,26.3,94.2,1008.5,0,180,0,0,19004,2,25,191
18/04/2023 07:00:00 -03:00,29.9,82.2,1009.3,0.1,202.7,2.5,0,33724,3,26.3,190
18/04/2023 08:00:00 -03:00,30.4,79.7,1009.8,0.1,144.3,2.5,0,27176,4,26.2,189
18/04/2023 09:00:00 -03:00,30.7,76.3,1009.8,0.6,128.1,4,0,33141,7,25.8,188
18/04/2023 10:00:00 -03:00,30.9,76.3,1009.2,1.3,137.1,5.4,0,34312,7,26,187
18/04/2023 11:00:00 -03:00,30.8,78.1,1008.4,1.7,119.6,5.4,0,41517,8,26.3,186
18/04/2023 12:00:00 -03:00,31.5,74.5,1007.5,1.6,98.6,6.8,0,50174,9,26.1,185
18/04/2023 13:00:00 -03:00,31.5,74,1006.9,1.6,114.2,5.4,0,42680,6,26,184
18/04/2023 14:00:00 -03:00,31.1,73.9,1006.4,1.8,99.9,5.4,0,40805,4,25.6,183
18/04/2023 15:00:00 -03:00,30.5,77.6,1006.1,1.8,106.1,8.6,0,28445,2,25.9,182
18/04/2023 16:00:00 -03:00,29.2,82.3,1006.4,1.2,106.7,5.4,0,7142,1,25.6,181
18/04/2023 17:00:00 -03:00,28.4,85,1007,0.7,98.7,4,0,253,0,25.4,180
18/04/2023 18:00:00 -03:00,28.1,86.1,1007.5,0.4,107.9,4,0,0,0,25.3,179
18/04/2023 19:00:00 -03:00,27.4,90.3,1008.3,0.1,132,2.5,0,0,0,25.5,178
18/04/2023 20:00:00 -03:00,26.3,95.1,1009,0,180,0,0,0,0,25.3,177
18/04/2023 21:00:00 -03:00,25.5,98.3,1009.5,0,180,0,0,0,0,25,176
18/04/2023 22:00:00 -03:00,25.2,99,1009.6,0,180,0,0,0,0,24.9,175
18/04/2023 23:00:00 -03:00,24.9,99,1009.2,0,180,0,0,0,0,24.5,174
19/04/2023 00:00:00 -03:00,24.7,99,1008.9,0,180,0,0,0,0,24.3,173
19/04/2023 01:00:00 -03:00,24.4,99,1008.7,0,180,0,0,0,0,24.1,172
19/04/2023 02:00:00 -03:00,24.3,99,1009,0,180,0,0,0,0,24,171
19/04/2023 03:00:00 -03:00,24.5,99,1009.3,0,180,0,0,0,0,24.1,170
19/04/2023 04:00:00 -03:00,24.2,99,1009.7,0,180,0,0,0,0,23.9,169
19/04/2023 05:00:00 -03:00,24.1,99,1010.4,0,180,0,0,2533,0,23.8,168
19/04/2023 06:00:00 -03:00,26.8,93.3,1010.8,0,360,1.1,0,20856,2,25.5,167
19/04/2023 07:00:00 -03:00,29.9,83.3,1011.5,0,360,1.1,0,28009,3,26.5,166
19/04/2023 08:00:00 -03:00,31.1,75.9,1012,0.2,108.2,4,0,33390,5,26.1,165
19/04/2023 09:00:00 -03:00,31.2,75.2,1012.3,0.2,238.6,2.5,0,28427,6,26,164
19/04/2023 10:00:00 -03:00,32,71.4,1012,0.8,92.5,4,0,41021,9,25.9,163
19/04/2023 11:00:00 -03:00,32.5,69.3,1011.3,1.6,86.5,6.8,0,48332,10,25.8,162
19/04/2023 12:00:00 -03:00,32.6,70.4,1010.5,1.4,71.1,6.8,0,46812,8,26.2,161
19/04/2023 13:00:00 -03:00,32.7,71.4,1009.5,1.2,82.9,5.4,0,41392,6,26.5,160
19/04/2023 14:00:00 -03:00,32.4,72.6,1008.8,1.3,75.7,6.8,0,41810,4,26.5,159
19/04/2023 15:00:00 -03:00,31.6,73.8,1009,1.3,84,5.4,0,32295,2,26.1,158
19/04/2023 16:00:00 -03:00,29.7,79.7,1009.5,1.1,81.8,5.4,0,5366,1,25.6,157
19/04/2023 17:00:00 -03:00,28.6,84.7,1010,1.2,82.9,6.8,0,264,0,25.6,156
19/04/2023 18:00:00 -03:00,28.3,86.9,1010.5,1.1,91.4,5.4,0,0,0,25.7,155
19/04/2023 19:00:00 -03:00,28.1,87.3,1011.1,0.5,87.1,4,0,0,0,25.6,154
19/04/2023 20:00:00 -03:00,28,88.6,1011.8,0.2,138.6,2.5,0,0,0,25.7,153
19/04/2023 21:00:00 -03:00,27.3,91.4,1012.5,0.1,120,2.5,0,0,0,25.6,152
19/04/2023 22:00:00 -03:00,26.2,96.6,1012.6,0,180,0,0,0,0,25.4,151
19/04/2023 23:00:00 -03:00,25.8,98.2,1012.3,0,180,0,0,0,0,25.3,150
20/04/2023 00:00:00 -03:00,25.6,99,1011.6,0,180,0,0,0,0,25.3,149
20/04/2023 01:00:00 -03:00,25.4,99,1010.8,0,180,0,0,0,0,25.1,148
20/04/2023 02:00:00 -03:00,24.9,99,1010.5,0,180,0,0,0,0,24.6,147
20/04/2023 03:00:00 -03:00,24.6,99,1010.6,0,180,0,0,0,0,24.2,146
20/04/2023 04:00:00 -03:00,24.2,99,1010.9,0,180,0,0,0,0,23.9,145
20/04/2023 05:00:00 -03:00,24.2,99,1011.4,0,180,0,0,2180,0,23.9,144
20/04/2023 06:00:00 -03:00,26.2,95.2,1011.9,0,360,0,0,16870,2,25.2,143
20/04/2023 07:00:00 -03:00,30.2,82.7,1012.7,0,223,2.5,0,24408,3,26.6,142
20/04/2023 08:00:00 -03:00,30.7,78.2,1012.9,0.3,122.7,4,0,31880,5,26.2,141
20/04/2023 09:00:00 -03:00,30.5,76.3,1013.1,0.5,111.6,4,0,17595,4,25.6,140
20/04/2023 10:00:00 -03:00,31.3,73.6,1012.4,1.4,119.9,6.8,0,39442,9,25.8,139
20/04/2023 11:00:00 -03:00,31,74.9,1011.8,1.8,104.2,6.8,0,31321,7,25.8,138
